account,username,text
bisniscom,jc72_96,Kenapa ya tuhan gak buka hati dan pikiran pejabat pejabat indo... Padahal.. katanya.. ahh sudahlah
bisniscom,brilianio,Ok Gas Ok Gas Ok Gas Pengusaha Dan Rakyat Dikejar Pajak
bisniscom,dharmays11,10k di papua dapat apa?
bisniscom,hafidgenius,"Lah mudun maneh, tiba'e 7.500 engkok😂😂😂"
bisniscom,bop.sagala,10 rb dapat apa
bisniscom,friendly0736,"10 RIBU BISA MENGKLAIM MAKANAN BERGIZI ? HEBAT BANGET, 4 SEHAT 5 TANTRUM ! 😂😂"
bisniscom,pondesbanjarnahor,5000 udah sampai kemasyarakat 😅😅
bisniscom,achmadhadyan,Hi gaes ditangerang ada lho padang ceban isi ayam bakar nasi sayur
bisniscom,rizky_adzano,"gak lama program itu bakal ilang sendiri 😂😂 , lebih baik ke arah produktif aja macam pendidikan di perbaiki sisi guru upgrade skill lagi biar muridnya makin mantab siap jadi petarung perkembangan jaman"
bisniscom,irawanpamungkas,paket ceban🔥
bisniscom,fahm99fam,🤣🤣🤣
bisniscom,setiyadi413,Nasi padang aja 10rn dapat ayam kecil + nasi. Ga ada susu ga ada sumber protein lainnya.. Janji palsu
bisniscom,adenur505,7500 indomie kuah plus telor
bisniscom,a.purwanto990,Nasi padang 10 ribu isi nya gak bergizi loh..banyak nasi & kuah sayur nangka saja
bisniscom,imandp,Gak pernah kerja di pabrik sih... Kita ketawa aja budget 10 rb bakalan dapat apa makan siangnya 😂
bisniscom,bayuhendro77,Parah 10 rebu itu bukan makanan ber gizi
bisniscom,fullaharif_muhammad,"5 rb pun cukup kok, isinya nasi dan telur rebus. Didalam nasi ada zat gizi namanya karbohidrat dan di dalam telur ada zat gizi namanya protein. Brrti definisi makan gratis bergizi sdah terpenuhi 😂"
bisniscom,_dewiayik,Laaah turun lagi
bisniscom,selviayu_cunong,"10.000 DARI PUSAT YAA, BELUM... 😂"
bisniscom,desaputra1,"Kalau bisa Rp 3.500 kenapa harus Rp 10.000 mikir boooooooooyyyyy,(sambil nunjuk ke otak seolah2 punya otak)"
bisniscom,khairul_amin_yh,Alhamdulillah semoga bermanfaat penunjang kebutuhan dasar disekolah
bisniscom,bealogicperson,Lama2 menyusut
bisniscom,uminyaabrar,Loohhh... Turun lagi ???? 😂😂😂😂
bisniscom,aryaparimana_,Udh pak klo gak bisa jgn di paksa pak👏
bisniscom,ariawiyana,Nasi uduk sambel kacang bala bala mihun
bisniscom,hisyamfakhri54,"Ga apa2 pak yg pnting ada makan gratis , gasss truss pak jngan kendorr"
bisniscom,fadhilammarkhairi,😂😂
bisniscom,sidokumpulindonesia,"Sangat bergizi, nasi uduk pake urek kuah semur"
bisniscom,chairulumam9190,Udah menu sehat itu 10rb pake rendang juga bisa walau dalam bentuk mie instan dan susu dalam bentuk permen 🔥🔥
bisniscom,cv.sazkiarentcarjambigroup,Kalau mau sampaikan omongan harus di fikir/kaji dahulu.sebelum menjabat yg di sampaikan boleh.sdh jadi gk amanah omongan yg di sampaikan.yg 5k ny kemana y kira²
bisniscom,masduki6355,"Enak bener mancing anak abah, langsung pada keluar dari sarangnya🔥"
bisniscom,tetehpuchil29,Maksain. Ujung2nya mengecewakan
bisniscom,sir.ariel00000096,Kalo diakal akal menurut sudut pandang saya mungkin isinya cuman Nasi + Orek/Tumis + Tempe/Tahu + Susu kecil
bisniscom,fickey_arch,wow...😂..dari pusat 10000..belum disunat didaerah ..tinggal 5000😂😂
bisniscom,miftah_el_khair,sampe nya tar cmn tahu tempe gedenya 2 jari plus mie kuning .. trus nasinya pake beras bulog 🤣🤣 gegara di sunat2
bisniscom,kislybugang,Promag & Mylanta jgn lupa masuk menu
bisniscom,zakkihsan,Khawatir Nyampe k anak anak cuma 3rb..dapet 1 yupi 1 kokolatos.. 1 bandulan
bisniscom,hometour.xmarks,"Pake ikan lele, sayur bayam, buah potong sebiji, nasi, klau sm susu gw gak yakin nyampe😂"
bisniscom,salmannix,"Kalau 10 ribu, apa harga pangan akan diturunkan? Kalau semua harga pangan diturunkan ya gpp."
bisniscom,wahyoe__,Nasi + ayam bakar aja udah Rp 15.000 di jakarta. Itu aja ayam nya kecil udaj kayak ukuran anak ayam. Jadi penasaran nanti itu anak2 mau dikasih makan apa. Apalagi kalo tahun2 kedepan harga beras naik atau ada inflasi. Apa iya bakal jatah Rp 10.000 terus. 😂
bisniscom,zamharirhasbi,"Potong tingkat atas sampai bawah, paling yg nyampek ke masyarakat 2.500 per porsi, udah kebayang dah bagaimana permainannya ke depan😂"
bisniscom,tommy.surya,"Dari awal emang berat... Dari pemerintah sampai ke vendor aja, bisa kepotong komisi brp banyak😂😂😂"
bisniscom,satriads9,Dmn gizi nya kalau cuma 10 rb
bisniscom,elip_71,Dapat nasi uduk...
bisniscom,fds_bae,"harus tetap bersyukur Alhamdulillah ,, karena rezeki ini datangnya dari Allah SWT"
bisniscom,officialmegumii,"😂😂😂😂😂 Seandainya Kasian amat Bingung ama budget. Kmrn 15K skrg 10K. Mangkanya kubu 02 harusnya kalo mau bikin Proker itu dpikirin dulu. Gni niii bingung sndri kan. Mana blm bayar warisan utang mulyono , blm bangun IKN 😂😂😂 mumet ga tuhhh. Mangknya pajak dinaikkan jd jalan ninja ku 😂"
bisniscom,vijayakbar,😮😮😮😮😮😮😮😮
bisniscom,agsswn77,10.000 aja masih belum di realisasikan
bisniscom,anitasuperwang,"Hari gini 10rb cuma dapat 1 kotak susu 250ml hrg termurah 7rb, sisa 3rb buat beli cilok...wkk. Kasihan Pak Prabowo dapat warisan anggaran cekak dari keluarga Solo. Mana menkeu gak kreatif pula..gantian malak rakyat buat nombokin defisit."
bisniscom,antoktw,"Telor sebiji 2k,,nasi 1 centong 2k,,susu kotak kecil 6k,,ini mah makanan prihatin.belom lagi kalo ada yg disunat dananya 😂😂😂"
bisniscom,mikasugiyata189,Pemberian makan gratis bukti bahwa pemerintah menyerah dalam mengedalikan harga kebutuhan pokok dari hulu sampai hilir 😊
bisniscom,ellymana1,"Uda beli lauknya aja subsidi ayam telor daging ikan ke ortu murid, drpd jd makan gratis tp tll murah malah kualitas gizinya ga terjamin, tau2 nasinya doang yg banyak ntar"
bisniscom,ayteguhpranoto,si-oom-ay depan ratu plaza passss...! 😂😂😂
bisniscom,cyrill_brown,Proyek gede nih cuan nya
bisniscom,christianajja69,"Cuma dpt nasi putih sm tempe orek? Mamam tuh utk grup partai pengusung 🤣, minumnya susu basi di daur ulang kembali 🤣"
bisniscom,yayat_suryatma,Total 50.juta orang...jadi 50O milyard biaya sebulan 1.5 triliun
bisniscom,dako_dadda,"Membuka lap pekerjaan dan pendidikan murah gratis lebih realistis, shg byk org akan spend kelebihan gajinya utk beli pangan bergizi 😂"
bisniscom,aryateeja,"Anak Abah nyinyir, mempposs 😂😂😂"
bisniscom,charlez.cool,"15rb = 10 anak , 10rb = 15 anak paham dong"
bisniscom,muharammizi,MBG tidak cocok diberikan pada siswa orang tuanya mampu.... Akan jadi bahan lelucon saja....
bisniscom,ardian.fauzi.9,Otaknya dimana 10 Ribu makan pake.apa..coba mikir ..
bisniscom,jejeprie,sejauh ini pahamkan 😂😂😂
bisniscom,lekadit,10rb itu udah dimark up apa nggak? Kalo dimark up brti budgetnya 5000 doang tuh
bisniscom,yunnnnnita_,😂
bisniscom,adriantology,"Batalin aja pak @prabowo kalau memang nggak OK. Gpp kok, biasa itu."
bisniscom,fajarsalami,"Cuma ceban nilai protein dan gizi nya gmna, usul pake burger aja, praktis mrh"
bisniscom,husin_yusuf,"10rb = Energen, minum makanan bergizi."
bisniscom,ainulbadriahibrahim,Itu mahal tau buat yang gak punya uang.
bisniscom,michael.christin.775,"Mungkin januari jadi 5000 sj,, masalahnya nii yg mau diberi makan ternyata ratusan ribu 😢😢😢"
bisniscom,rusman.dthree,"10rb sdh lebih dari cukup, asal jangan disunat lagi sama oknum yg mencari kesempatan"
bisniscom,sutancfc,"10 rebu termasuk biaya kotak, keuntungan penyedia, dan pajak"
bisniscom,si.per_multiverse,"Asyik, dapet rendang"
bisniscom,dokter.rhezalubis,Knp gk jumlah penerima manfaatnya aja yg dikurangi jd yg memang sangat membutuhkan
bisniscom,thomharm87,"tempat pembungkusnya aja sudah 2rb sendiri, sisa 8rb dapet apa ya kira2? lebih baik program bagi2 susu nasional saja pak lebih praktis, langsung bagiin susu ultra satu-satu beres 😂😂😂"
bisniscom,dian97031,Masih bisa itu d kurangi . RP2.500 AJA 😂
bisniscom,901 likes,
folkative,riessmaennzayd,"Bisa nggak sih ngasih makan bergizi buat anak dengan budget Rp 10.000? Jawabannya bisa, asalkan kita pintar milih bahan dan ngatur masakannya. Bahan-bahan lokal Indonesia itu banyak yang murah tapi tetap bergizi. Contohnya, untuk karbohidrat kita bisa pakai nasi, harganya sekitar Rp 3.000–Rp 4.000 per porsi. Sumber protein seperti telur, tempe, atau tahu juga nggak mahal, cuma Rp 1.000–Rp 3.000-an. Sayuran kayak kangkung, bayam, atau kol bisa dibeli seharga Rp 1.000–Rp 2.000 per porsi. Tambahin sedikit lemak dari santan atau minyak goreng, terus kalau mau ada pencuci mulut, buah kayak pisang juga murah, sekitar Rp 1.000–Rp 2.000 per buah.
Misalnya, dalam satu porsi makan, kita bisa kasih nasi, tempe atau tahu, dan tumis sayur. Harganya kira-kira Rp 3.000 buat nasi, Rp 2.000 buat tempe/tahu, dan Rp 2.000 buat sayur. Buat tambahannya, kita bisa kasih pisang, harganya cuma Rp 1.000. Total semuanya masih di bawah Rp 10.000.
Meski sederhana, makanan ini sudah cukup bergizi. Ada protein dari tempe atau tahu, vitamin dan mineral dari sayur, serta energi dari nasi. Masak dalam jumlah besar juga lebih hemat. Kalau beli bahan langsung dari petani atau pasar lokal, harganya bisa lebih murah.
Memang budget segitu pas-pasan, tapi kalau diatur dengan baik, kebutuhan gizi anak tetap bisa terpenuhi. Kalau bisa, ajak kolaborasi dengan petani atau organisasi lain biar kualitas dan variasi makanan makin bagus. Yang penting, anak-anak tetap dapat makanan sehat yang bikin mereka kuat dan aktif!"
folkative,izurnineoneone,"ini aneh banget yg komen' promag ini maksudnya apa coba, menurut lo aja indonesia populasi anak di indonesia itu brp? dgn 10 rb itu udh lumayan banget apalagi kalo merata, oke lah minta nya sampe 15 kemaren katanya bisa jadi itu dana nya ga cukup buat jangka panjang kan? namanya bergizi itu ga bisa sekali makan doang bagusan bertahap kalau pun itu 10 rb sebulan udh 300 paling di potong sama hari' ga sekolah nya itu udh lumayan, dan ini udh sesuai sama janjinya? apresiasi dlu aja, dan semoga ini berkembang toh cuma pak prabowo yg dri dlu punya visi biar anak' di indonesia biar ga stunting karna apa? karna kita punya sdm yg melimpah tapi aneh'"
folkative,icnrff_,seru banget bacain komen2 orang yg punya penyakit hati
folkative,indehle,"kalo sebagai konsumen
""makanan 10rb itu dapet apaan bjir""
ya karna km selama ini makan diwarteg & resto pake harga konsumen satuan bukan porsi partai.
kalo sebagai pelaku bisnis terutama warung & catering yang amanah, yuyur & nggak ngambil keuntungan hampir 50% ya udah dapat makanan lengkap dgn gizi seimbang..
1 catering kalo pegang 500-1000 pack bisa banget itu sepiring isinya karbo, protein, serat, buah.
lagian itu buat ""anak"" bukan untuk dewasa pasti porsinya bakal diatur sama ahli gizi dan pastinya porsinya ga sebanyak kamu kalo makan naspad."
folkative,habibietras,"gpp , terimakasih pak drpd tidak ada sm sekali"
folkative,arayyn__,isi komennya pada kurang bersyukur semua
folkative,yaa.apr,respect bgt sama presiden R1 yg satu ini!!
folkative,onengsugiarta,"Tolong siapapun, niat baik Presiden jangan dikorupsi ❤️ manfaatkan maksimal untuk generasi handal"
folkative,jiehan.eles,Yang komen “ 10rb dapat apa “ tolong keluarkan aja dari indonesia .😗
folkative,ajat_26,Meng'Apresiasi mudah kok...
folkative,agungramadhani87,Yang bacot bisa apa? Sudah mengusahakan apa? Untuk anak anak? Bacot doang?? Hargai!!
folkative,chelseanatasyaaaa,"Mayan dpt mi sakura 1,aqua gelas 1,panadol 1, sama ciki komo 1 insyaallah kemyang"
folkative,xvhqq_,"10k dapat nasi kuning komplit jir kenyang, komennya pada ngapa dah"
folkative,143xyptrs_,"Seharusnya kalau tidak dikorupsi itu 10 k masih bisa dapat nasi,telur,sayur,tempe/tahu"
folkative,doanta_25,Anak abah sedang mengetik......
folkative,rhmd.pra,tombol rispek & cinta for presiden R1>>>
folkative,dindadn99,Terimakasih Bapak 🫰🏻sarangbeo🫰🏻
folkative,zukhix,Tebak deh komennya orang ga bersukur semua komplen terus gak bantu ngasih anggaran pribadi ke sekolah sekolah
folkative,adithya_prakasa10,"woiii ini buat anak sekolah, yang komen udah lulus semua 🤣"
folkative,alfianrinldi,"Inget tanggung jawab kasih makan anak bukan tanggung jawab presiden, tanggung jawab kita sebagai orang tua, jadi bersyukur aja berapa jumlah nya"
folkative,__zahraaflnsyh,Alhamdulillah dapat makan siang gratis🤲🏻🤲🏻
folkative,ferdimarulituas,mie tektek🔥
folkative,josephsatria,Para buzzer komennya template 😂
folkative,oh.ini.faktaa,"Please lah buat pendukung fanatik Pak Prabowo..
.
Kasih ruang lah buat yang mau kritik kebijakan beliau, beliau menyampaikan sendiri kalo Rakyat harus mengkritiknya saat pidato pelantikan kemarin..jangan langsung di judge nyinyir, ga bersyukur, anak abah dkk lah..diantara mereka ada loh yg tulus demi kebaikan negara ini
.
Pak Prabowo juga masih manusia tempatnya salah dan lupa, wajarlah bukan Nabi booy 🙏"
folkative,lukasgalih,Biaya makan tahanan KPK thn 2014 Rp 40rb/orang 😂
folkative,rizalfxd29,Ini anak Abah semua kah yg komen?
folkative,wnda_fp,"Jangan ada yang ngorupsi ya, ini cuma 10rb masa tega sih"
folkative,gugunwijaya07,whahaha
folkative,jaxctchsjen,"ngehapus hutang petani, naikin gaji guru, nurunin harga tiket pesawat, udh banyak yg diperjuangin masihh aja disela sela"
folkative,lookingfor_ry,"Anak anak yaaa, bukan anak bajang, apalagi anak ab-"
folkative,deaska_satya,"Pada salah berfikir ternyata kebanyakan penduduk kita ini. Banyak orang beranggapan makanan mahal itu sehat. Padahal makanan murah itu banyak yang sehat. 1 butir telor setiap hari aja itu udah sangat bagus untuk perkembangan otak. Sayur juga murah2. Kalau 1 porsi 10rb misal dapet nasi, sayur, telor dan tempe itu udah bergizi."
folkative,nurinsaniii88,1 kelas 40 anak. 40 x 10.000 udah 400.000 woyyy buat masak 1 kelas itu udh banyak bngt . Jgn logika lu beli ayam geprek 10rb!!
folkative,mzakyfn_,"Bagus, asalkan jangan ada oknum yang asal pangkas aja itu"
folkative,ynmii__,"10k + nangkepin koruptor, worth it."
folkative,pidonuryanti,Yang penting anak anak bisa makan kurangi beban orang tua
folkative,dlx_wan,"Yang komen negatif wajar makannya bukan yg gizi baik, tp gizi junkfood😂"
folkative,itsrianflow,"Pembenci selalu bilang “ 10rb dapat apaan”wkwkw , pdhal dikasih makan gratis sja sdh okey"
folkative,m4sbay,"serius nanya, jujur kalian makan 10 rb dapet apa?"
folkative,ham_prmdya09,Nasi padang aja udah 12 ribu
folkative,shantyo_raharjo,Aneh.. presiden menyalurkan bantuan makan siang gratis atas nama pemerintah. Sedangkan pak fufufafa menyalurkan bantuan atas nama bantuan wapres. 😂😂😂
folkative,doypabloooo,pake tunjang aja 25 pak
folkative,kusheri_yayan,"Wo Wo, gaji guru nangis tau2nya yg naik cm yg sertifikasi itupun 500 rb dibanding inflasi mah kaga nutup, ini lg 10 rb di Jkt dpt apaaan selain gorengan 6? Belum disunat/dikorupnya"
folkative,ngobrolduniabola,Potong lagi 2 rb buat panitia pelaksana
folkative,rmysaa.fr_,Uangnya dr mana pak wong negara nya banyak hutang🗿
folkative,mhmmadyasirr._,dibandingkan populasi anak anak di Indonesia 😮
folkative,torehdsini,Sekolah swasta dapet gak ya?
folkative,dennisags,Penjualan promag sehabis makan gratis 📈📈📈
folkative,nabsisme,Pengalaman pribadi nyari vendor catering yang mau harga 12.500 di jawatimur untuk keperluan pekerja sehari 400 an orang setiap hari aja masih sering dikasih sayur basi dan lauk berular apalagi cuman 10.000 pak? Yakin dijawatimur itu bisa buat makan sehat anak sekolah? Jangan sampe blunder ada berita anak keracunan makanan gratis dari presiden. Gak lucu pak 👏
folkative,charissazhr,"Gpp pak, Demi Allah gpp yg penting sesuai pasal 37 uud 1945 aja pak"
folkative,hal.im7092,Dikasih sama Abah pendidikan dan bensin gratis malah milih makan gratis kaum SDM rendah dasar😂😂
folkative,ranggaghufranto,ini anggaran berubah rubah mulu tentative apa gimana sebenernya dah
folkative,luluudr,gapapa pa ayam geprek 10rb udh pake nasi disini
folkative,irwanafd18,Samsull...kemaren uji coba 25rb... duit siapa itu
folkative,lalalava_c,orang orang pada gatau diri
folkative,nzaslm,"10ribu dri pusat, Dipotong pemda jadi 7ribu, dipotong vendor jadi 2ribu, sisanya 5ribu nyampe ke anak"
folkative,mszbaraa,anak konda dapet juga ga pak ?
folkative,iqbbalfirmansyah,Itu lumayan si buat anak2 di kota2 kecil yg notaben orang tuanya petani atau nelayan uang jajan anak2 nya pasti ga lebih dri goceng bahkan ada yg 2ribu kan lumayan uang nya bisa buat di tabung kalo yg bilang 10k dapet apa di jakarta gw yakin yg ngomong itu pasti orang mampu jadi jangan kebanyakan ngeluh banyak2 bersyukur
folkative,zyxsciaa_,"indonesia di tangan org yg tepat, semoga kedepannya indonesia tambah makmur"
folkative,dinna_riyadi22,Hadehhh banyak bgt yg julid
folkative,dumasukawisata,"10 rb di sekolah gw mahh udh mantep sama Bu Pon

10rb dapet nasi sayur ayam goreng ❤️

kalo ngga sayu, telor, gorengan🔥"
folkative,fajardwi_yanuar,"Lihat penyelenggaraan pon kemarin g? Dimana para atlet dapat jatah makan 50 ribu per sekali makan tapi yang didapatkan hanya sekelas 20 ribuan paling mentok. Coba search pasti pada kecewa. Terus sekarang ini makan siang bergizi jatahnya 10 ribu per anak, dengan pelaksanaan yang masif satu Negara, dengan kondisi tiap daerah yang harga nya beda beda, itu pelaksanaan harus benar benar diawasi dengan ketat sekali kayanya. Jangan sampai yang terjadi terpotong diatas, terpotong dibawah seperti yang sudah sudah.. tidak ingat juga kah, kasus bantuan covid yang mana per paket sudah dipotong 10 ribu dari kesepatan 300 ribu oleh menterinya sendiri. Dikhawatirkan nanti yang turun berapa. Apalagi mengingat 8 ratusan milyar sampai triliun an yg akan keluar untuk program makan siang ini."
folkative,masleto_,Iki nasi padang cerak omah yo @leowidiarto ?
folkative,melianaabelia,kasih padang paket 10 ribu aja
folkative,habibsyadzily,Berapakah yang betul-betul nyampe dari 10 ribu itu? Dan apakah saja lauk-lauk nya?
folkative,xiev.vie_,"Keren pak jangan dengerin yag suka nyinyir kurang dan terus kurang, apa susahnya bersyukur sih? Heran😢"
folkative,waffiqnaa.at,Mahasiswa termasuk anakk kann pakk
folkative,abcdans3_,Di tempat gua nasi sama es teh
folkative,marcheladry,paket ceban
folkative,miegeprekzeuss,"Pak Presiden yg terhormat, Geprek Zeus siap bantu untuk anak2 di Ciparay, kabupaten Bandung, ada menu 10rb jg pak dikami 🙏 @prabowo tlg bantu pin min 🙏😍🔥 @folkative"
folkative,informasiseputarsemarang,TOMBOL SEMOGA TIDAK ADA YANG KORUPSI 👉👉
folkative,tazzakaqlb,"udah dapet makan kan di sekolah, uang jajan nya dikuranginya dek yaa wkwk"
folkative,vlzrbilall,pake Ceu mariam sebeh @muhmmadfauznn
folkative,mas.chamid,"Alhamdulilah.. terimakasih bapak, insyallah selain itu ekonomi di akar rumput akan berputar"
folkative,_dewiiayyuuu,"anak, bukan kamu @_azlinhuwaida_"
folkative,kvgmn,the meal : 2g protein 20g sugar
folkative,sayyidanfikria,"Gapapa pak 5ribu aja, dapet Roti AOKA sama Teh Gelas"
folkative,jangansarapan,Nasi Seafood dapet kok
folkative,syafiqfariz,nyampe anaknya jadi momogi
folkative,rzhndrasyah_,10 ribu x 5 tahun = buanyakkk😍
folkative,rizkiambo,Harus bersyukur.. semoga kedepannya lebih baik. Terima kasih pak 🫡
folkative,jvliantiosvnts,"Gapapa pak, setara sama nasi padang 10rban udah kenyang, alhamdulilah bgt🔥👏"
folkative,vikramhakam,"Kalo 10 ribu hitungan HPP / bahan mentahnya aja sebelum di proses , menurut saya udah cukup si , jadi jgn dibandingin sama bahan jadi setelah di goreng sprti di warteg guys 😂 jadi nanti hasil stelah di prosesnya pun terlihat dapat ckup lumayan . #justmypov"
